time,open,high,low,close,SPY
1308700800,2.62,2.62,2.62,2.62,128.67
1308787200,2.58,2.58,2.58,2.58,128.30099
1308873600,2.53,2.53,2.53,2.53,126.81
1309132800,2.54,2.54,2.54,2.54,127.94
1309219200,2.57,2.57,2.57,2.57,129.61
1309305600,2.67,2.67,2.67,2.67,130.72
1309392000,2.73,2.73,2.73,2.73,131.97
1309478400,2.72,2.72,2.72,2.72,133.92
1309824000,2.72,2.72,2.72,2.72,133.81
1309910400,2.69,2.69,2.69,2.69,133.97
1309996800,2.68,2.68,2.68,2.68,135.36
1310083200,2.63,2.63,2.63,2.63,134.39999
1310342400,2.57,2.57,2.57,2.57,131.97
1310428800,2.55,2.55,2.55,2.55,131.39999
1310515200,2.55,2.55,2.55,2.55,131.84
1310601600,2.6,2.6,2.6,2.6,130.92999
1310688000,2.57,2.57,2.57,2.57,131.69
1310947200,2.57,2.57,2.57,2.57,130.61
1311033600,2.52,2.52,2.52,2.52,132.73
1311120000,2.56,2.56,2.56,2.56,132.64999
1311206400,2.63,2.63,2.63,2.63,134.49001
1311292800,2.59,2.59,2.59,2.59,134.58
1311552000,2.61,2.61,2.61,2.61,133.83
1311638400,2.58,2.58,2.58,2.58,133.33
1311724800,2.57,2.57,2.57,2.57,130.60001
1311811200,2.56,2.56,2.56,2.56,130.22
1311897600,2.46,2.46,2.46,2.46,129.33
1312156800,2.39,2.39,2.39,2.39,128.78
1312243200,2.33,2.33,2.33,2.33,125.49001
1312329600,2.31,2.31,2.31,2.31,126.17
1312416000,2.2,2.2,2.2,2.2,120.25999
1312502400,2.3,2.3,2.3,2.3,120.08
1312761600,2.13,2.13,2.13,2.13,112.25999
1312848000,2.01,2.01,2.01,2.01,117.48
1312934400,1.98,1.98,1.98,1.98,112.28999
1313020800,2.15,2.15,2.15,2.15,117.33
1313107200,2.04,2.04,2.04,2.04,118.12
1313366400,2.1,2.1,2.1,2.1,120.62
1313452800,2.03,2.03,2.03,2.03,119.59
1313539200,1.98,1.98,1.98,1.98,119.67
1313625600,1.88,1.88,1.88,1.88,114.50999
1313712000,1.87,1.87,1.87,1.87,112.64
1313971200,1.88,1.88,1.88,1.88,112.73
1314057600,1.93,1.93,1.93,1.93,116.44
1314144000,2.06,2.06,2.06,2.06,118.08
1314230400,2.01,2.01,2.01,2.01,116.28
1314316800,1.99,1.99,1.99,1.99,117.97
1314576000,2.08,2.08,2.08,2.08,121.36
1314662400,1.99,1.99,1.99,1.99,121.67999
1314748800,2.03,2.03,2.03,2.03,122.22
1314835200,1.96,1.96,1.96,1.96,120.94
1314921600,1.82,1.82,1.82,1.82,117.85001
1315267200,1.77,1.77,1.77,1.77,116.99001
1315353600,1.84,1.84,1.84,1.84,120.28999
1315440000,1.81,1.81,1.81,1.81,119.03999
1315526400,1.76,1.76,1.76,1.76,115.92
1315785600,1.73,1.73,1.73,1.73,116.67
1315872000,1.79,1.79,1.79,1.79,117.74001
1315958400,1.84,1.84,1.84,1.84,119.37
1316044800,1.88,1.88,1.88,1.88,121.42999
1316131200,1.9,1.9,1.9,1.9,121.521
1316390400,1.81,1.81,1.81,1.81,120.31
1316476800,1.77,1.77,1.77,1.77,120.17
1316563200,1.67,1.67,1.67,1.67,116.63
1316649600,1.52,1.52,1.52,1.52,112.86
1316736000,1.61,1.61,1.61,1.61,113.53999
1316995200,1.66,1.66,1.66,1.66,116.24001
1317081600,1.75,1.75,1.75,1.75,117.53999
1317168000,1.76,1.76,1.76,1.76,115.145
1317254400,1.72,1.72,1.72,1.72,116.05
1317340800,1.67,1.67,1.67,1.67,113.14999
1317600000,1.56,1.56,1.56,1.56,109.92999
1317686400,1.56,1.56,1.56,1.56,112.34
1317772800,1.67,1.67,1.67,1.67,114.42
1317859200,1.72,1.72,1.72,1.72,116.49001
1317945600,1.8,1.8,1.8,1.8,115.71001
1318291200,1.86,1.86,1.86,1.86,119.7
1318377600,1.95,1.95,1.95,1.95,120.75
1318464000,1.9,1.9,1.9,1.9,120.50999
1318550400,1.98,1.98,1.98,1.98,122.57001
1318809600,1.9,1.9,1.9,1.9,120.23
1318896000,1.91,1.91,1.91,1.91,122.58
1318982400,1.9,1.9,1.9,1.9,121.13
1319068800,1.92,1.92,1.92,1.92,121.66
1319155200,1.93,1.93,1.93,1.93,123.97
1319414400,1.95,1.95,1.95,1.95,125.49001
1319500800,1.88,1.88,1.88,1.88,123.049
1319587200,1.95,1.95,1.95,1.95,124.3
1319673600,2.11,2.11,2.11,2.11,128.63
1319760000,2.06,2.06,2.06,2.06,128.60001
1320019200,1.92,1.92,1.92,1.92,125.5
1320105600,1.78,1.78,1.78,1.78,122.002
1320192000,1.8,1.8,1.8,1.8,123.99001
1320278400,1.85,1.85,1.85,1.85,126.25
1320364800,1.84,1.84,1.84,1.84,125.481
1320624000,1.79,1.79,1.79,1.79,126.25999
1320710400,1.85,1.85,1.85,1.85,127.88
1320796800,1.76,1.76,1.76,1.76,123.161
1320883200,1.8,1.8,1.8,1.8,124.32001
1321228800,1.8,1.8,1.8,1.8,125.46001
1321315200,1.8,1.8,1.8,1.8,126.08299
1321401600,1.75,1.75,1.75,1.75,124.08
1321488000,1.69,1.69,1.69,1.69,122.105
1321574400,1.72,1.72,1.72,1.72,121.979
1321833600,1.7,1.7,1.7,1.7,119.661
1321920000,1.68,1.68,1.68,1.68,119.19
1322006400,1.63,1.63,1.63,1.63,116.56
1322179200,1.69,1.69,1.69,1.69,116.34
1322438400,1.71,1.71,1.71,1.71,119.71001
1322524800,1.73,1.73,1.73,1.73,120.05
1322611200,1.83,1.83,1.83,1.83,124.99001
1322697600,1.84,1.84,1.84,1.84,124.97
1322784000,1.8,1.8,1.8,1.8,124.86
1323043200,1.77,1.77,1.77,1.77,126.22
1323129600,1.83,1.83,1.83,1.83,126.25999
1323216000,1.78,1.78,1.78,1.78,126.73
1323302400,1.77,1.77,1.77,1.77,123.95
1323388800,1.85,1.85,1.85,1.85,126.05
1323648000,1.79,1.79,1.79,1.79,124.21001
1323734400,1.72,1.72,1.72,1.72,123.05
1323820800,1.67,1.67,1.67,1.67,121.74001
1323907200,1.66,1.66,1.66,1.66,122.185
1323993600,1.62,1.62,1.62,1.62,121.59
1324252800,1.58,1.58,1.58,1.58,120.28999
1324339200,1.68,1.68,1.68,1.68,123.92999
1324425600,1.7,1.7,1.7,1.7,124.17
1324512000,1.69,1.69,1.69,1.69,125.27
1324598400,1.75,1.75,1.75,1.75,126.39
1324944000,1.72,1.72,1.72,1.72,126.49001
1325030400,1.65,1.65,1.65,1.65,124.83
1325116800,1.63,1.63,1.63,1.63,126.12
1325203200,1.64,1.64,1.64,1.64,125.5
1325548800,1.7,1.7,1.7,1.7,127.495
1325635200,1.75,1.75,1.75,1.75,127.7
1325721600,1.75,1.75,1.75,1.75,128.03999
1325808000,1.73,1.73,1.73,1.73,127.71001
1326067200,1.72,1.72,1.72,1.72,128.02
1326153600,1.76,1.76,1.76,1.76,129.13
1326240000,1.69,1.69,1.69,1.69,129.2
1326326400,1.72,1.72,1.72,1.72,129.50999
1326412800,1.65,1.65,1.65,1.65,128.84
1326758400,1.66,1.66,1.66,1.66,129.34
1326844800,1.68,1.68,1.68,1.68,130.77
1326931200,1.75,1.75,1.75,1.75,131.46001
1327017600,1.79,1.79,1.79,1.79,131.53999
1327276800,1.83,1.83,1.83,1.83,131.61
1327363200,1.84,1.84,1.84,1.84,131.46001
1327449600,1.79,1.79,1.79,1.79,132.56
1327536000,1.74,1.74,1.74,1.74,131.88
1327622400,1.71,1.71,1.71,1.71,131.82001
1327881600,1.65,1.65,1.65,1.65,131.37
1327968000,1.61,1.61,1.61,1.61,131.32001
1328054400,1.64,1.64,1.64,1.64,132.47
1328140800,1.63,1.63,1.63,1.63,132.67999
1328227200,1.74,1.74,1.74,1.74,134.53999
1328486400,1.69,1.69,1.69,1.69,134.45
1328572800,1.75,1.75,1.75,1.75,134.78999
1328659200,1.74,1.74,1.74,1.74,135.19
1328745600,1.77,1.77,1.77,1.77,135.36
1328832000,1.69,1.69,1.69,1.69,134.36099
1329091200,1.7,1.7,1.7,1.7,135.36
1329177600,1.63,1.63,1.63,1.63,135.19
1329264000,1.64,1.64,1.64,1.64,134.56
1329350400,1.7,1.7,1.7,1.7,136.049
1329436800,1.72,1.72,1.72,1.72,136.41
1329782400,1.74,1.74,1.74,1.74,136.47
1329868800,1.72,1.72,1.72,1.72,136.032
1329955200,1.68,1.68,1.68,1.68,136.631
1330041600,1.67,1.67,1.67,1.67,136.92999
1330300800,1.62,1.62,1.62,1.62,137.16
1330387200,1.64,1.64,1.64,1.64,137.55901
1330473600,1.68,1.68,1.68,1.68,137.02
1330560000,1.73,1.73,1.73,1.73,137.73
1330646400,1.71,1.71,1.71,1.71,137.312
1330905600,1.69,1.69,1.69,1.69,136.75
1330992000,1.66,1.66,1.66,1.66,134.75
1331078400,1.68,1.68,1.68,1.68,135.69
1331164800,1.71,1.71,1.71,1.71,137.03999
1331251200,1.71,1.71,1.71,1.71,137.57001
1331510400,1.71,1.71,1.71,1.71,137.58
1331596800,1.79,1.79,1.79,1.79,140.062
1331683200,1.89,1.89,1.89,1.89,139.91
1331769600,1.92,1.92,1.92,1.92,140.72
1331856000,1.94,1.94,1.94,1.94,140.3
1332115200,2,2,2,2,140.85001
1332201600,1.97,1.97,1.97,1.97,140.44
1332288000,1.92,1.92,1.92,1.92,140.21001
1332374400,1.92,1.92,1.92,1.92,139.2
1332460800,1.88,1.88,1.88,1.88,139.64999
1332720000,1.9,1.9,1.9,1.9,141.61
1332806400,1.87,1.87,1.87,1.87,141.17
1332892800,1.87,1.87,1.87,1.87,140.47
1332979200,1.85,1.85,1.85,1.85,140.23
1333065600,1.9,1.9,1.9,1.9,140.81
1333324800,1.89,1.89,1.89,1.89,141.84
1333411200,1.94,1.94,1.94,1.94,141.25999
1333497600,1.9,1.9,1.9,1.9,139.86
1333584000,1.84,1.84,1.84,1.84,139.78999
1333670400,1.75,1.75,1.75,1.75,139.78999
1333929600,1.74,1.74,1.74,1.74,138.22
1334016000,1.73,1.73,1.73,1.73,135.89999
1334102400,1.75,1.75,1.75,1.75,137
1334188800,1.79,1.79,1.79,1.79,138.78999
1334275200,1.75,1.75,1.75,1.75,137.14
1334534400,1.73,1.73,1.73,1.73,137.05
1334620800,1.76,1.76,1.76,1.76,139.082
1334707200,1.73,1.73,1.73,1.73,138.61
1334793600,1.71,1.71,1.71,1.71,137.72
1334880000,1.7,1.7,1.7,1.7,137.95
1335139200,1.69,1.69,1.69,1.69,136.78999
1335225600,1.73,1.73,1.73,1.73,137.31
1335312000,1.75,1.75,1.75,1.75,139.19
1335398400,1.72,1.72,1.72,1.72,140.16
1335484800,1.7,1.7,1.7,1.7,140.39
1335744000,1.68,1.68,1.68,1.68,139.87
1335830400,1.71,1.71,1.71,1.71,140.74001
1335916800,1.69,1.69,1.69,1.69,140.325
1336003200,1.68,1.68,1.68,1.68,139.25
1336089600,1.64,1.64,1.64,1.64,137
1336348800,1.65,1.65,1.65,1.65,137.10001
1336435200,1.61,1.61,1.61,1.61,136.55
1336521600,1.6,1.6,1.6,1.6,135.74001
1336608000,1.62,1.62,1.62,1.62,136.02
1336694400,1.57,1.57,1.57,1.57,135.61
1336953600,1.49,1.49,1.49,1.49,134.11
1337040000,1.47,1.47,1.47,1.47,133.34
1337126400,1.46,1.46,1.46,1.46,132.82899
1337212800,1.38,1.38,1.38,1.38,130.86
1337299200,1.39,1.39,1.39,1.39,129.74001
1337558400,1.45,1.45,1.45,1.45,131.97
1337644800,1.49,1.49,1.49,1.49,132.2
1337731200,1.45,1.45,1.45,1.45,132.27
1337817600,1.48,1.48,1.48,1.48,132.53
1337904000,1.45,1.45,1.45,1.45,132.10001
1338249600,1.44,1.44,1.44,1.44,133.7
1338336000,1.36,1.36,1.36,1.36,131.75999
1338422400,1.32,1.32,1.32,1.32,131.47
1338508800,1.22,1.22,1.22,1.22,128.16
1338768000,1.28,1.28,1.28,1.28,128.10001
1338854400,1.32,1.32,1.32,1.32,129.07001
1338940800,1.4,1.4,1.4,1.4,131.97
1339027200,1.39,1.39,1.39,1.39,132.05
1339113600,1.37,1.37,1.37,1.37,133.10001
1339372800,1.33,1.33,1.33,1.33,131.41499
1339459200,1.37,1.37,1.37,1.37,132.92
1339545600,1.31,1.31,1.31,1.31,132.07001
1339632000,1.34,1.34,1.34,1.34,133.47
1339718400,1.31,1.31,1.31,1.31,134.14
1339977600,1.3,1.3,1.3,1.3,134.39999
1340064000,1.34,1.34,1.34,1.34,135.7
1340150400,1.33,1.33,1.33,1.33,135.48
1340236800,1.31,1.31,1.31,1.31,132.44
1340323200,1.38,1.38,1.38,1.38,133.46001
1340582400,1.32,1.32,1.32,1.32,131.32001
1340668800,1.35,1.35,1.35,1.35,131.98
1340755200,1.34,1.34,1.34,1.34,133.173
1340841600,1.29,1.29,1.29,1.29,132.78999
1340928000,1.34,1.34,1.34,1.34,136.105
1341187200,1.31,1.31,1.31,1.31,136.50999
1341273600,1.35,1.35,1.35,1.35,137.412
1341446400,1.34,1.34,1.34,1.34,136.78999
1341532800,1.3,1.3,1.3,1.3,135.49001
1341792000,1.26,1.26,1.26,1.26,135.32001
1341878400,1.26,1.26,1.26,1.26,134.14
1341964800,1.27,1.27,1.27,1.27,134.16
1342051200,1.25,1.25,1.25,1.25,133.50999
1342137600,1.27,1.27,1.27,1.27,135.75
1342396800,1.26,1.26,1.26,1.26,135.42999
1342483200,1.28,1.28,1.28,1.28,136.36
1342569600,1.3,1.3,1.3,1.3,137.37
1342656000,1.32,1.32,1.32,1.32,137.73
1342742400,1.27,1.27,1.27,1.27,136.47
1343001600,1.25,1.25,1.25,1.25,135.09
1343088000,1.22,1.22,1.22,1.22,133.925
1343174400,1.21,1.21,1.21,1.21,133.96001
1343260800,1.22,1.22,1.22,1.22,136.17
1343347200,1.33,1.33,1.33,1.33,138.675
1343606400,1.3,1.3,1.3,1.3,138.67999
1343692800,1.28,1.28,1.28,1.28,137.71001
1343779200,1.32,1.32,1.32,1.32,137.59
1343865600,1.27,1.27,1.27,1.27,136.64
1343952000,1.36,1.36,1.36,1.36,139.349
1344211200,1.35,1.35,1.35,1.35,139.62
1344297600,1.39,1.39,1.39,1.39,140.32001
1344384000,1.39,1.39,1.39,1.39,140.49001
1344470400,1.4,1.4,1.4,1.4,140.61
1344556800,1.38,1.38,1.38,1.38,140.84
1344816000,1.38,1.38,1.38,1.38,140.77
1344902400,1.46,1.46,1.46,1.46,140.78999
1344988800,1.53,1.53,1.53,1.53,140.95
1345075200,1.54,1.54,1.54,1.54,141.99001
1345161600,1.52,1.52,1.52,1.52,142.17999
1345420800,1.53,1.53,1.53,1.53,142.19
1345507200,1.49,1.49,1.49,1.49,141.75999
1345593600,1.45,1.45,1.45,1.45,141.82001
1345680000,1.42,1.42,1.42,1.42,140.66499
1345766400,1.4,1.4,1.4,1.4,141.50999
1346025600,1.37,1.37,1.37,1.37,141.53999
1346112000,1.37,1.37,1.37,1.37,141.39999
1346198400,1.39,1.39,1.39,1.39,141.50999
1346284800,1.36,1.36,1.36,1.36,140.49001
1346371200,1.35,1.35,1.35,1.35,141.16
1346716800,1.36,1.36,1.36,1.36,141.03
1346803200,1.35,1.35,1.35,1.35,140.91
1346889600,1.41,1.41,1.41,1.41,143.77
1346976000,1.42,1.42,1.42,1.42,144.33
1347235200,1.43,1.43,1.43,1.43,143.50999
1347321600,1.45,1.45,1.45,1.45,143.91
1347408000,1.52,1.52,1.52,1.52,144.39
1347494400,1.51,1.51,1.51,1.51,146.59
1347580800,1.61,1.61,1.61,1.61,147.24001
1347840000,1.6,1.6,1.6,1.6,146.74001
1347926400,1.57,1.57,1.57,1.57,146.62
1348012800,1.52,1.52,1.52,1.52,146.7
1348099200,1.53,1.53,1.53,1.53,146.71001
1348185600,1.5,1.5,1.5,1.5,145.87
1348444800,1.47,1.47,1.47,1.47,145.645
1348531200,1.43,1.43,1.43,1.43,144.10001
1348617600,1.38,1.38,1.38,1.38,143.295
1348704000,1.41,1.41,1.41,1.41,144.64
1348790400,1.42,1.42,1.42,1.42,143.97
1349049600,1.39,1.39,1.39,1.39,144.345
1349136000,1.41,1.41,1.41,1.41,144.5
1349222400,1.41,1.41,1.41,1.41,145.09
1349308800,1.47,1.47,1.47,1.47,146.125
1349395200,1.48,1.48,1.48,1.48,146.14
1349740800,1.49,1.49,1.49,1.49,144.2
1349827200,1.45,1.45,1.45,1.45,143.28
1349913600,1.42,1.42,1.42,1.42,143.36
1350000000,1.42,1.42,1.42,1.42,142.89
1350259200,1.43,1.43,1.43,1.43,144.08
1350345600,1.48,1.48,1.48,1.48,145.53999
1350432000,1.53,1.53,1.53,1.53,146.2
1350518400,1.57,1.57,1.57,1.57,145.82001
1350604800,1.49,1.49,1.49,1.49,143.3896
1350864000,1.51,1.51,1.51,1.51,143.41
1350950400,1.5,1.5,1.5,1.5,141.42
1351036800,1.51,1.51,1.51,1.51,141.02
1351123200,1.55,1.55,1.55,1.55,141.42999
1351209600,1.48,1.48,1.48,1.48,141.35001
1351468800,1.44,1.44,1.44,1.44,141.35001
1351641600,1.42,1.42,1.42,1.42,141.35001
1351728000,1.45,1.45,1.45,1.45,142.83
1351814400,1.47,1.47,1.47,1.47,141.56
1352073600,1.44,1.44,1.44,1.44,141.8486
1352160000,1.48,1.48,1.48,1.48,142.96001
1352246400,1.41,1.41,1.41,1.41,139.72
1352332800,1.35,1.35,1.35,1.35,138.03999
1352419200,1.34,1.34,1.34,1.34,138.16
1352764800,1.32,1.32,1.32,1.32,137.78999
1352851200,1.34,1.34,1.34,1.34,135.9299
1352937600,1.34,1.34,1.34,1.34,135.7
1353024000,1.34,1.34,1.34,1.34,136.37
1353283200,1.36,1.36,1.36,1.36,139.13
1353369600,1.39,1.39,1.39,1.39,139.19
1353456000,1.42,1.42,1.42,1.42,139.45
1353628800,1.41,1.41,1.41,1.41,141.35001
1353888000,1.39,1.39,1.39,1.39,141.05
1353974400,1.37,1.37,1.37,1.37,140.33
1354060800,1.36,1.36,1.36,1.36,141.46001
1354147200,1.37,1.37,1.37,1.37,142.12
1354233600,1.37,1.37,1.37,1.37,142.155
1354492800,1.38,1.38,1.38,1.38,141.45
1354579200,1.37,1.37,1.37,1.37,141.25
1354665600,1.35,1.35,1.35,1.35,141.5
1354752000,1.34,1.34,1.34,1.34,141.98
1354838400,1.39,1.39,1.39,1.39,142.41499
1355097600,1.39,1.39,1.39,1.39,142.47301
1355184000,1.42,1.42,1.42,1.42,143.44
1355270400,1.47,1.47,1.47,1.47,143.50999
1355356800,1.47,1.47,1.47,1.47,142.63
1355443200,1.48,1.48,1.48,1.48,142.1051
1355702400,1.53,1.53,1.53,1.53,143.77
1355788800,1.56,1.56,1.56,1.56,145.37
1355875200,1.54,1.54,1.54,1.54,144.28999
1355961600,1.53,1.53,1.53,1.53,145.12
1356048000,1.51,1.51,1.51,1.51,142.78999
1356307200,1.53,1.53,1.53,1.53,142.35001
1356480000,1.51,1.51,1.51,1.51,141.75
1356566400,1.48,1.48,1.48,1.48,141.5616
1356652800,1.46,1.46,1.46,1.46,140.03
1356912000,1.53,1.53,1.53,1.53,142.41
1357084800,1.59,1.59,1.59,1.59,146.06
1357171200,1.65,1.65,1.65,1.65,145.7341
1357257600,1.66,1.66,1.66,1.66,146.37
1357516800,1.65,1.65,1.65,1.65,145.9695
1357603200,1.64,1.64,1.64,1.64,145.54961
1357689600,1.64,1.64,1.64,1.64,145.92
1357776000,1.65,1.65,1.65,1.65,147.08
1357862400,1.63,1.63,1.63,1.63,147.07001
1358121600,1.63,1.63,1.63,1.63,146.97
1358208000,1.6,1.6,1.6,1.6,147.07001
1358294400,1.58,1.58,1.58,1.58,147.05
1358380800,1.61,1.61,1.61,1.61,148
1358467200,1.61,1.61,1.61,1.61,148.33
1358812800,1.6,1.6,1.6,1.6,149.13
1358899200,1.6,1.6,1.6,1.6,149.37
1358985600,1.65,1.65,1.65,1.65,149.41
1359072000,1.7,1.7,1.7,1.7,150.25
1359331200,1.71,1.71,1.71,1.71,150.07001
1359417600,1.73,1.73,1.73,1.73,150.66
1359504000,1.76,1.76,1.76,1.76,150.07001
1359590400,1.75,1.75,1.75,1.75,149.7
1359676800,1.77,1.77,1.77,1.77,151.24001
1359936000,1.75,1.75,1.75,1.75,149.535
1360022400,1.77,1.77,1.77,1.77,151.05
1360108800,1.73,1.73,1.73,1.73,151.16
1360195200,1.74,1.74,1.74,1.74,150.96001
1360281600,1.74,1.74,1.74,1.74,151.8
1360540800,1.72,1.72,1.72,1.72,151.77
1360627200,1.73,1.73,1.73,1.73,152.02
1360713600,1.76,1.76,1.76,1.76,152.151
1360800000,1.73,1.73,1.73,1.73,152.28999
1360886400,1.72,1.72,1.72,1.72,152.11
1361232000,1.74,1.74,1.74,1.74,153.25
1361318400,1.75,1.75,1.75,1.75,151.34
1361404800,1.73,1.73,1.73,1.73,150.42
1361491200,1.7,1.7,1.7,1.7,151.89
1361750400,1.63,1.63,1.63,1.63,149
1361836800,1.63,1.63,1.63,1.63,150.02
1361923200,1.64,1.64,1.64,1.64,151.91
1362009600,1.64,1.64,1.64,1.64,151.61
1362096000,1.61,1.61,1.61,1.61,152.11
1362355200,1.64,1.64,1.64,1.64,152.92
1362441600,1.65,1.65,1.65,1.65,154.28999
1362528000,1.7,1.7,1.7,1.7,154.5
1362614400,1.75,1.75,1.75,1.75,154.776
1362700800,1.79,1.79,1.79,1.79,155.44
1362960000,1.8,1.8,1.8,1.8,156.03
1363046400,1.76,1.76,1.76,1.76,155.67999
1363132800,1.77,1.77,1.77,1.77,155.905
1363219200,1.77,1.77,1.77,1.77,156.73
